6537,Oh! Super Milk-chan,12,"Action, Comedy, Parody, Sci-Fi",6.07
6538,Oreca Battle,51,Game,6.07
6539,Sono Kinisasete yo: My My Mai,2,"Comedy, Ecchi, Supernatural",6.07
6540,Strobe Light,1,Music,6.07
6541,Tabidachi: Ami Shuushou,1,"Drama, Ecchi, Romance",6.07
6542,Taisei Kensetsu: Shin Doha Kokusai Kuukou,1,Drama,6.07
6543,Tomorrow&#039;s Song,1,Music,6.07
6544,Ultraman USA,1,"Action, Adventure, Sci-Fi",6.07
6545,"Wake Up, Girl Zoo!",10,Comedy,6.07
6546,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",1,Drama,6.10
6547,Ayane-chan High Kick!,2,"Comedy, Shounen, Sports",6.06
6548,Behind a Smile,1,"Action, Demons, Music",6.06
6549,Cinderella Express,1,"Comedy, Ecchi, Romance, Seinen",6.06
6550,Defend Love,1,"Adventure, Fantasy, Magic, Mecha, Music, Romance, Sci-Fi, Super Power, Supernatural",6.06
6551,Diabolik Lovers OVA,1,"Harem, School, Shoujo, Vampire",6.06
6552,Gunparade Orchestra,24,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",6.06
6553,Hatsukoi Monster,12,"Comedy, Romance, School, Shoujo",6.06
6554,Himitsu Spark,1,Music,6.06
6555,Inferno Cop Specials,2,"Action, Comedy",6.06
6556,Juusou Kikou Dancougar Nova,12,Mecha,6.06
6557,Koi Hanabi,1,"Fantasy, Music",6.06
6558,Komaneko no Christmas: Maigo ni Natta Present,1,"Comedy, Fantasy",6.06
6559,Mahou no Star Magical Emi: Semishigure,1,"Comedy, Magic, Shoujo",6.06
6560,Mangirl!,13,"Comedy, Slice of Life",6.05
6561,Marginal Prince: Gekkeiju no Ouji-tachi,13,"Romance, School, Shounen Ai",6.06
6562,Maria†Holic: Run Run Riru Ran Ran Rara,1,"Comedy, Music",6.06
6563,Ninja &amp; Soldier,1,Psychological,6.06
6564,Nobiro Nobiro Daisuki na Ki,1,"Fantasy, Music",6.06
6565,Osiris no Tenbin,10,"Drama, Supernatural, Thriller",6.06
6566,Puzzle &amp; Dragons CM,2,"Game, School",6.06
6567,Ryuusei Sentai Musumet,13,"Adventure, Comedy, Ecchi, Romance, Sci-Fi",6.06
6568,Saa Ikou! Tamagotchi,12,Kids,6.06
6569,Seihou Tenshi Angel Links,13,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Space",6.06
6570,Shijin no Shougai,1,"Drama, Fantasy, Psychological",6.06
6571,Teito Monogatari,4,"Historical, Horror, Supernatural",6.06
6572,Turning Girls,7,"Comedy, Slice of Life",6.06
6573,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,1,"Adventure, Comedy, Supernatural",6.06
6574,Cheer Danshi!! Recap,1,"School, Sports",6.06
6575,Chiisana Jumbo,1,"Fantasy, Kids, Music",6.05
6576,Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,1,"Action, Mecha, Sci-Fi, Super Power",6.05
6577,Dore Dore no Uta,1,Music,6.05
6578,G-9,1,Fantasy,6.05
6579,Glass no Kamen Desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,1,"Comedy, Parody",6.05
6580,Guardian Hearts-Power UP!,4,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance",6.05
6581,Hoka Hoka Kazoku,1428,Comedy,6.05
6582,Kaitou Tenshi Twin Angel,2,Magic,6.05
6583,Lemon Angel (1988/II),8,Ecchi,6.05
6584,Love♥Love?,9,"Comedy, Ecchi, Harem, Romance",6.05
6585,Memories Off,3,"Drama, Romance",6.05
6586,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2,1,"Action, Mecha, Space",6.05
6587,Parol no Miraijima,1,"Action, Adventure, Fantasy",6.05
6588,Samurai Girl Real Bout High School,13,"Adventure, Comedy, Fantasy, Shounen",6.05
6589,Sengoku Kitan Youtouden Soushuuhen,1,"Action, Martial Arts, Samurai",6.05
6590,Shuten Douji,4,"Demons, Historical, Horror, Sci-Fi, Shounen, Space, Supernatural",6.05
6591,Teinenpi Shoujo Haiji,8,Comedy,6.05
6592,vivi,1,"Adventure, Fantasy, Music, Romance",6.05
6593,AIKa,7,"Action, Adventure, Comedy, Ecchi, Sci-Fi",6.04
6594,Angel Cop,6,"Action, Police, Sci-Fi",6.04
6595,Aquarian Age: Saga II - Don&#039;t Forget Me...,1,"Action, Drama, Super Power",6.04
6596,Babyshiba,6,Comedy,6.04
6597,Birth,1,"Action, Adventure, Comedy, Sci-Fi",6.04
6598,Bouken! Iczer 3,6,"Action, Adventure, Sci-Fi",6.04
6599,Busou Chuugakusei: Basket Army,5,"Action, Military",6.04
6600,Deimos no Hanayome: Ran no Kumikyoku,1,"Demons, Drama, Fantasy, Horror, Magic, Mystery, Psychological, Shoujo, Supernatural",6.04
6601,Gall Force: New Era,2,"Action, Mecha, Military, Sci-Fi, Space",6.04
6602,High School Agent,2,"Action, Drama, Military",6.04
6603,Install Pilot,1,"Action, Sci-Fi, Shounen",6.04
6604,Kerokko Demetan,39,"Comedy, Fantasy, Kids",6.04
6605,Lesson XX,1,"Romance, Shounen Ai",6.04
6606,Licca-chan to Yamaneko Hoshi no Tabi,1,"Adventure, Fantasy, Kids, Magic",6.04
6607,Monster Hunter Stories: Ride On,48,Fantasy,6.03
6608,Nayuta,1,"Action, Sci-Fi, Shoujo",6.04
6609,Otome Nadeshiko Koi Techou,1,"Historical, Shoujo",6.04
6610,Regalia: The Three Sacred Stars,13,"Action, Mecha, Sci-Fi",6.03
6611,Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,6,Fantasy,6.04
6612,Soul Buster,12,"Action, Samurai",6.01
6613,Strange+ Special,1,"Comedy, Shoujo, Slice of Life",6.04
6614,Tetsuwan Atom: Ao Kishi no Kan,1,"Action, Mecha, Sci-Fi",6.04
6615,Transformers Superlink Special,1,"Adventure, Kids, Mecha, Sci-Fi, Shounen",6.04
6616,Transformers: Scramble City,1,"Action, Mecha, Sci-Fi, Shounen",6.04
6617,Anime Oyako Gekijou,26,"Adventure, Fantasy, Historical, Kids, Sci-Fi",6.03
6618,Chiisana Ojisan,30,Slice of Life,6.03
6619,Committed RED,1,Music,6.03
6620,DD Hokuto no Ken 2 Ichigo Aji+,12,"Comedy, Parody, School, Seinen",6.03
6621,Forsaken,1,"Music, Vampire",6.03
6622,Girlfriend (Kari),12,"School, Slice of Life",6.03
6623,Himegoto,13,"Comedy, School",6.03
6624,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,12,Magic,6.03
6625,Kokoro Toshokan: Communication Clips,1,"Comedy, Drama, Slice of Life",6.03
6626,Kotetsu no Daibouken,2,"Action, Comedy, Ecchi, Fantasy, Magic, Romance, Sci-Fi, Shounen",6.03
6627,Mahou Shoujo Nante Mou Ii Desukara.,12,"Comedy, Magic",6.03
6628,Minna Agechau♡,1,"Comedy, Ecchi, Romance",6.03
6629,Petit Eva: Evangelion@School,24,"Comedy, Parody, School",6.03
6630,Puzzle &amp; Dragons Cross,Unknown,"Game, Kids",6.03
6631,Shihaisha no Tasogare,1,"Action, Demons, Drama, Horror, Sci-Fi, Shoujo, Supernatural",6.03
6632,Super Mario World: Mario to Yoshi no Bouken Land,1,"Comedy, Game, Kids",6.02
6633,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,12,"Comedy, Mecha, Police, Sci-Fi",6.02
6634,Avenger,13,"Adventure, Fantasy, Sci-Fi, Shounen",6.02
6635,Babel Nisei (1992),4,"Action, Mecha, Sci-Fi",6.02
6636,Bounty Hunter: The Hard,1,"Action, Police",6.02
6637,Chocotan!,1,"Comedy, Shoujo",6.02
6638,Chouon Senshi Borgman: Lovers Rain,1,"Action, Demons, Sci-Fi, Shounen",6.02
6639,Cyclops Shoujo Saipuu,12,"Comedy, Ecchi, School, Slice of Life",6.02
6640,Firestorm,26,"Action, Mecha, Military, Sci-Fi",6.02
6641,G-On Riders,13,"Action, Comedy, School, Sci-Fi",6.02
6642,Gokiburi-tachi no Tasogare,1,"Drama, Military",6.02
6643,Ishida to Asakura,12,"Comedy, School, Seinen",6.02
6644,Kingdom of Chaos: Born to Kill,4,Fantasy,6.02
6645,Kizuna (Special),1,"Drama, Romance, Slice of Life",6.02
6646,La Rose de Versailles,1,"Drama, Historical, Military, Romance, Shoujo Ai, Slice of Life",6.02
6647,Match Shoujo,1,,6.02
6648,"Mobile Suit SD Gundam Musha, Knight, Commando",2,"Action, Comedy, Fantasy, Mecha, Parody",6.02
6649,"Oyaji no, Imo no Kamisama.",1,Slice of Life,6.02
6650,Sailor Victory,2,"Action, Comedy, Mecha, Sci-Fi",6.02
6651,Soul Link Special,1,"Adventure, Comedy, Ecchi, Military, Romance, Sci-Fi, Space",6.02
6652,Three Monks,1,Music,6.02
6653,4-Day Weekend,1,Music,6.01
6654,Ashita e Mukau Hito,1,Music,6.02
6655,Baton,3,"Adventure, Sci-Fi",6.01
6656,Chokkyuu Hyoudai Robot Anime: Straight Title,12,"Comedy, Mecha",6.01
6657,DušaN,1,"Music, Psychological",6.01
6658,Full Moon Party,1,Music,6.01
6659,Guardian Hearts,6,"Comedy, Ecchi, Magic, Romance, School",6.01
6660,Hipira-kun ONA,2,"Comedy, Fantasy, Kids, Supernatural, Vampire",6.01
6661,"Ima, Futari no Michi",1,Drama,6.01
6662,Jack to Mame no Ki (1989),1,"Adventure, Dementia, Kids",6.01
6663,Kara The Animation,5,Action,6.01
6664,Kotoura-san: Haruka no Heya,6,"Comedy, School",6.01
6665,Otaku no Seiza,2,"Comedy, Parody",6.01
6666,Princess Rouge,2,"Fantasy, Romance",6.01
6667,Ryo,1,"Action, Drama, Historical, Samurai",6.01
6668,SOS TV Walpurgis Night Fever,11,"Comedy, Sci-Fi",6.01
6669,Techno Police 21C,1,"Action, Mecha, Police, Sci-Fi",6.01
6670,Ulysses 31 Pilot,1,"Action, Adventure, Sci-Fi, Space",6.01
6671,Aoi Sekai no Chuushin de,3,"Action, Adventure, Ecchi, Fantasy, Parody, Shounen",6.00
6672,Comet Lucifer,12,"Action, Adventure, Fantasy, Mecha",6.00
6673,Gdleen,1,"Fantasy, Sci-Fi",6.00
6674,Kodomo no Keijijougaku,1,Fantasy,6.00
6675,Medamayaki no Kimi Itsu Tsubusu?,4,"Comedy, Seinen",6.00
6676,Nanairo Kakumei,3,"Comedy, School, Shoujo",6.00
6677,Planet:Valkyrie,1,"Action, Music",6.00
6678,Rio: Rainbow Gate!,13,"Comedy, Ecchi, Game",6.00
6679,Sekai de Ichiban Tsuyoku Naritai!,12,"Action, Ecchi, Sports",6.00
6680,Sekai Kei Sekai Ron,1,"Psychological, Sci-Fi",6.00
6681,Shin Onimusha: Dawn of Dreams the Story,1,"Action, Demons, Historical, Martial Arts, Samurai",6.00
6682,Sora Iro no Tane,1,Kids,6.00
6683,T.P. Sakura: Time Paladin Sakura,2,"Action, Magic",6.00
6684,The Epic Of ZektBach,1,"Action, Fantasy, Supernatural",6.00
6685,6♥Princess,1,"Magic, Music",5.99
6686,Cosplay Complex,3,"Comedy, Ecchi, Parody, School",5.99
6687,D-1 Devastator,2,"Mecha, Sci-Fi",5.99
6688,Dededen,5,Slice of Life,5.99
6689,Dibetagurashi: Ahiru no Seikatsu,39,"Comedy, Slice of Life",5.99
6690,Early Reins,1,"Action, Adventure, Seinen",5.99
6691,First Squad,1,"Action, Music",5.99
6692,Ghibli ga Ippai Special Short Short,10,Slice of Life,5.99
6693,Gun x Sword-san,13,"Action, Dementia, Parody",5.99
6694,Hoshizora Kiseki,1,"Romance, Sci-Fi",5.99
6695,Idol Project,4,"Adventure, Comedy, Music",5.99
6696,Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,13,"Comedy, Drama, Harem, Romance, School",5.99
6697,Katsura Hime,1,"Action, Comedy",5.99
6698,Kita e: Pure Session,1,Music,5.99
6699,Melody,1,Drama,5.99
6700,Nenga no Kizuna,1,Slice of Life,5.99
6701,Nexus,1,Music,5.99
6702,SD Gundam Gaiden,4,"Adventure, Comedy, Fantasy, Mecha",5.99
6703,Si Ling Bianma: Zhi Shijie Caozong Zhe,12,"Fantasy, Game, Horror, Mystery, Parody, Psychological",5.99
6704,Space Station No.9,1,"Music, Sci-Fi",5.99
6705,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,1,"Comedy, Romance, School",5.99
6706,Beast Saga,38,"Action, Kids, Sci-Fi, Shounen",5.98
6707,Boku no Imouto wa &quot;Osaka Okan&quot;: Uchi no Oniichan wa Tokyo Rule,1,Comedy,5.98
6708,Boku wa Kuma,1,"Kids, Music, Slice of Life",5.98
6709,Crazy for It,1,"Dementia, Music",5.98
6710,Donyatsu Specials,2,"Comedy, Sci-Fi, Seinen",5.98
6711,Dream Creator feat. GUMI,1,Music,5.98
6712,Gakuen Handsome: Legend of Sexy,2,"Comedy, Music",6.00
6713,Hashire!,1,Comedy,5.98
6714,Kaichuu!,4,"Comedy, Seinen, Sports",5.98
6715,Kamisama Dolls Specials,6,Comedy,5.98
6716,Koi-ken!: Watashitachi Anime ni Nacchatta!,12,"Ecchi, Music",5.98
6717,Magma Taishi,13,"Action, Sci-Fi, Shounen, Space, Super Power",5.98
6718,Mahou Shoujo Sonico★Magica,1,"Music, Parody",5.98
6719,Ninja Mono,2,"Adventure, Comedy, Shounen, Supernatural",5.98
6720,Stitch!: Piko Kara no Chousenjou,1,"Adventure, Comedy, Kids",5.98
6721,Tactical Roar Special,1,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi",5.98
6722,Yoshino no Hime,1,"Comedy, Fantasy, Historical, Slice of Life",5.98
6723,Yu Bang Xiang Zheng,1,Historical,5.98
6724,Ame to Shoujo to Watashi no Tegami,1,Shoujo,5.97
6725,Bab Mook Ja,1,Slice of Life,5.97
6726,Fushigi na Somera-chan,12,"Comedy, Magic, Slice of Life",5.97
6727,Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,1,"Fantasy, Historical, Romance, Shoujo",5.97
6728,Kakko Kawaii Sengen!,5,Comedy,5.97
6729,Kiitarou Shounen no Youkai Enikki,12,"Comedy, Supernatural",5.97
6730,Kikyuu,1,Music,5.97
6731,Koi Koi 7 Specials,7,"Comedy, Ecchi",5.97
6732,Long Riders Recap,1,"Comedy, Shounen, Slice of Life, Sports",5.97
6733,Marie &amp; Gali Episode Zero,1,Comedy,5.97
6734,Mobile Suit SD Gundam Mk V,3,"Comedy, Mecha, Parody, Sci-Fi",5.97
6735,Mother: Saigo no Shoujo Eve,1,"Adventure, Drama, Sci-Fi",5.97
6736,Refrain Blue,3,"Drama, Romance",5.97
6737,Yuki Terai,6,Music,5.97
6738,Boku no Imouto wa &quot;Osaka Okan&quot;,12,Comedy,5.96
6739,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,12,"Comedy, Slice of Life",5.95
6740,Dark Side Cat,6,Action,5.96
6741,Erementar Gerad: Aozora no Senki,1,Music,5.96
6742,Fake Doll,1,Music,5.96
6743,Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,1,Music,5.97
6744,Koi Koi 7,13,"Comedy, Harem, Romance",5.96
6745,Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,1,"Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo",5.96
6746,Mugen no Ryvius: Illusion,6,Comedy,5.96
6747,Oshare Kozou wa Hanamaru,1,"Romance, Shoujo",5.96
6748,Shukufuku no Campanella Specials,6,Ecchi,5.96
6749,11eyes Picture Drama,13,Comedy,5.95
6750,Blade &amp; Soul Specials,7,Comedy,5.95
6751,Bloodivores,12,"Action, Supernatural, Vampire",5.95
6752,Dai Yamato Zero-gou,5,"Sci-Fi, Space",5.95
6753,DragonBlade,1,"Action, Fantasy",5.95
6754,Garo: Guren no Tsuki,23,"Action, Demons, Fantasy, Magic, Supernatural",5.96
6755,Handsome Girl,1,"Romance, Shoujo",5.95
6756,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors,1,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",5.95
6757,MAPS,4,"Adventure, Comedy, Sci-Fi",5.95
6758,Mujigen Hunter Fandora,3,"Adventure, Fantasy, Sci-Fi",5.95
6759,Pankunchi,10,"Adventure, Kids",5.95
6760,Psycho Diver: Mashou Bosatsu,1,"Horror, Psychological, Sci-Fi",5.95
6761,Rolling☆Girls: Chibi☆Rolling☆Girls Korokoro Gekijou,12,Slice of Life,5.95
6762,Ten no Kawa,1,"Fantasy, Music",5.95
6763,Yuri Seijin Naoko-san,1,Comedy,5.95
6764,Akai Hayate,4,"Action, Martial Arts, Super Power",5.94
6765,Kantoku Fuyuki Todoki,13,"Comedy, Josei, Slice of Life",5.94
6766,Kobutori (1929),1,"Comedy, Demons",5.94
6767,Koroshiya 1 The Animation: Episode 0,1,"Action, Dementia, Drama, Horror, Martial Arts, Psychological, Seinen",5.94
6768,Kotatsu Neko (ONA),2,Comedy,5.94
6769,Kumo to Tulip,1,Adventure,5.94
6770,Kuro to Kin no Akanai Kagi.,2,"Romance, Shoujo",5.94
6771,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,1,"Magic, Music",5.94
6772,Meshimase Lodoss-tou Senki: Sorette Oishii no?,13,Comedy,5.94
6773,Moshidora Recap,1,"Drama, Sports",5.94
6774,Santa Company,1,Fantasy,5.94
6775,Seirei Tsukai,1,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",5.94
6776,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,3,Comedy,5.94
6777,Shounen Ashibe: Go! Go! Goma-chan,Unknown,"Comedy, Slice of Life",5.94
6778,Toukiden: The Age of Demons - Introduction,1,"Action, Demons",5.94
6779,Uchuu Enban Dai-Sensou,1,"Action, Mecha, Romance",5.94
6780,"Wake Up, Girl Zoo! Miyagi PR de Go!",1,Comedy,5.94
6781,Youchien Senshi: Hanamaru Girls,3,"Action, Comedy, Kids",5.94
6782,Yume no Ukiyo ni Saitemina,1,Music,5.94
6783,Anisava,13,"Comedy, Romance, Slice of Life",5.93
6784,Cream Lemon: New Generation,4,"Drama, Romance",5.93
6785,Down Load: Namu Amida Butsu wa Ai no Uta,1,"Action, Adventure, Psychological, Sci-Fi",5.93
6786,Fire Emblem,2,"Action, Adventure, Fantasy, Magic, Shounen",5.93
6787,Flying Witch Petit,9,"Comedy, Slice of Life, Supernatural",5.93
6788,Ginsoukikou Ordian,24,"Mecha, Sci-Fi",5.93
6789,Hoshi no Umi no Amuri,3,"Adventure, Fantasy, Sci-Fi",5.93
6790,Little Nemo Pilot (1987),1,Adventure,5.93
6791,Meisou! Underworld,1,"Action, Supernatural, Thriller",5.93
6792,Moegaku★5,40,"Magic, Parody",5.93
6793,Namida no Tsubomi,1,"Music, Slice of Life",5.93
6794,Neko nanka Yondemo Konai.,12,"Seinen, Slice of Life",5.93
6795,Norn9: Norn+Nonet Recap,1,"Adventure, Fantasy, Josei, Romance",5.93
6796,Youkai Ningen Bem (2006),26,Horror,5.93
6797,Bara no Hana to Joe,1,"Drama, Kids",5.92
6798,Battery,11,"Drama, Slice of Life, Sports",5.92
6799,Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,2,"Action, Fantasy, Magic",5.92
6800,Dragoon,3,"Adventure, Fantasy",5.92
6801,Duel Masters,26,"Action, Adventure, Comedy, Shounen",5.92
6802,Haru wa Kuru,1,Adventure,5.92
6803,Kaitou Reinya,12,Comedy,5.92
6804,Majokko Club Yoningumi: A Kuukan kara no Alien X,1,"Action, Comedy, Magic, Parody, Sci-Fi",5.92
6805,Malice@Doll,3,"Horror, Psychological, Sci-Fi",5.92
6806,Meisou-Ou Border,1,Adventure,5.92
6807,Mobile Suit Gundam ZZ: Gundam Frag.,2,"Action, Mecha, Military, Sci-Fi",5.92
6808,Moon Festa,1,Music,5.92
6809,Onsen Yousei Hakone-chan,13,"Comedy, Seinen, Slice of Life",5.92
6810,Persona 3 the Movie Meets “Walkman”,1,Drama,5.91
6811,Pugyuru,13,"Comedy, Fantasy, School",5.92
6812,REACH x Thermae Romae: Pietrada no Kekkon,1,"Comedy, Historical, Seinen",5.92
6813,"Slime Boukenki: Umi da, Yeah!",1,"Action, Adventure, Comedy, Fantasy, Game",5.92
6814,Sweet Valerian Specials,8,"Comedy, Magic, Shoujo",5.92
6815,Tobira wo Akete,1,"Action, Adventure, Fantasy, Sci-Fi",5.92
6816,Turnover,1,"School, Slice of Life",5.92
6817,YanYan Machiko,Unknown,"Comedy, Slice of Life",5.92
6818,Asako Get You!!,2,"Comedy, Romance, School, Seinen, Slice of Life",5.91
6819,Babel Nisei (2001),13,"Action, Adventure, Mystery, Sci-Fi, Shounen, Supernatural",5.91
6820,Goulart Knights: Evoked the Beginning Black,1,"Action, Drama, Fantasy, Shoujo, Supernatural",5.91
6821,Hoshi no Kirby: Pilot,1,"Adventure, Comedy, Fantasy, Parody",5.91
6822,Hoshikuzu Paradise,1,"Comedy, Romance",5.91
6823,Houkago no Tinker Bell,1,"Comedy, Drama, Mystery, Romance, School, Slice of Life",5.91
6824,Kashi no Ki Mokku,52,"Adventure, Fantasy",5.91
6825,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,1,"Magic, Shoujo",5.91
6826,Ryuu Seiki,2,"Action, Demons, Fantasy, Sci-Fi",5.91
6827,Shizuku,1,Comedy,5.91
6828,Sweet Valerian,18,"Action, Comedy, Magic, School, Shoujo",5.91
6829,Ttori wa Zeta Robot,1,"Action, Adventure, Kids, Mecha",5.91
6830,Unkai no Meikyuu Zeguy,2,"Action, Adventure, Fantasy",5.91
6831,X Densha de Ikou,1,"Dementia, Mystery, Supernatural",5.91
6832,Calm,1,"Dementia, Music",5.89
6833,Coluboccoro,1,"Fantasy, Sci-Fi",5.89
6834,Cosplay Complex: Extra Identification,1,Comedy,5.90
6835,DinoZone,5,"Adventure, Sci-Fi, Shounen",5.90
6836,Gakuen Tokusou Hikaruon,1,"Action, Martial Arts, School, Super Power",5.90
6837,Gregorio,1,Music,5.90
6838,Hatsune Miku x Tetsuya Nomura,1,Music,5.90
6839,Inishie no Megami to Houseki no Ite,1,Action,5.90
6840,Karen Senki,11,"Action, Sci-Fi",5.90
6841,Kekkou Kamen,4,"Comedy, Ecchi",5.90
6842,Ladies versus Butlers! Tokuten Disc Music Clip,1,"Ecchi, Music",5.90
6843,Lupin Shanshei,10,"Comedy, Parody",5.90
6844,Military!,12,"Comedy, Ecchi, Military, Seinen, Slice of Life",5.91
6845,Shishunki Bishoujo Gattai Robo Z-MIND,6,"Action, Mecha, Parody",5.90
6846,Taiyou no Hou: El Cantare e no Michi,1,"Fantasy, Historical",5.90
6847,Tang Lang Bu Chan,1,Historical,5.90
6848,All That Gundam,1,"Action, Mecha, Sci-Fi",5.89
6849,Anitore! XX,12,"Comedy, Sports",5.89
6850,Aquarion Logos,26,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",5.89
6851,Arabian Nights: Sindbad no Bouken,1,"Action, Adventure, Fantasy",5.89
6852,Baka Misérables,3,"Music, Parody",5.89
6853,G-On Riders Special,1,"Comedy, Ecchi, Sci-Fi",5.89
6854,Grandeek,1,"Adventure, Fantasy, Magic",5.89
6855,Gundam: Mission to the Rise,1,"Action, Mecha, Sci-Fi",5.89
6856,Lime-iro Ryuukitan X,13,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",5.89
6857,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,1,"Comedy, Magic, Shoujo, Slice of Life",5.89
6858,Peeping Life: The Perfect Extension,10,"Comedy, Slice of Life",5.89
6859,Rean no Tsubasa,6,"Fantasy, Mecha, Sci-Fi",5.89
6860,Toukiden 2,3,"Action, Demons",5.89
6861,Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,1,"Action, Sci-Fi",5.89
6862,Usakame,12,"Comedy, Shounen, Sports",5.89
6863,Waza no Tabibito,1,"Adventure, Fantasy",5.89
6864,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,1,"Action, Adventure, Comedy, Fantasy",5.89
6865,7-kakan.,1,Music,5.88
6866,Divine Gate,12,"Action, Fantasy, Sci-Fi",5.88
6867,Honey Tokyo,1,Sci-Fi,5.88
6868,HORIZON feat. Hatsune Miku,1,Music,5.88
6869,Jikuu Tenshou Nazca,12,"Action, Adventure, Drama, Fantasy, Magic",5.88
6870,Juusenki L-Gaim I: Pentagona Window + Lady Gyabure,1,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen, Space",5.88
6871,Kagaku na Yatsura,1,"Comedy, Ecchi, Romance, School, Sci-Fi, Seinen",5.88
6872,Kyoto Animation: Hana-hen,1,Slice of Life,5.88
6873,lilac (bombs Jun Togawa),1,Music,5.88
6874,Mori no e,1,"Kids, Music",5.87
6875,Nimrod,1,"Fantasy, Music",5.88
6876,Platonic Chain: Web,1,"Sci-Fi, Slice of Life",5.88
6877,Shin Seiki Den Mars,13,"Mecha, Sci-Fi, Shounen",5.88
6878,Super Milk-chan,14,"Action, Comedy, Parody, Sci-Fi",5.88
6879,Super Speed,1,Music,5.88
6880,Suteneko Tora-chan,1,Music,5.88
6881,Tie Shan Gongzhu,1,"Action, Adventure, Fantasy",5.88
6882,Top wo Nerae! Gunbuster Specials,3,"Mecha, Space",5.88
6883,Wizardry,1,"Action, Adventure, Fantasy",5.88
6884,_Summer,2,"Drama, Harem, Romance",5.88
6885,Ali Baba to 40-hiki no Touzoku,1,"Action, Fantasy",5.87
6886,Aoi Umi no Tristia,2,"Adventure, Mecha",5.87
6887,Bihada Ichizoku,12,"Drama, Parody, Shoujo",5.87
6888,Hakimono to Kasa no Monogatari,1,Music,5.87
6889,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,1,Horror,5.87
6890,Loups=Garous Pilot,1,"Mystery, Sci-Fi, Thriller",5.87
6891,Princess Lover!: Magical Knight Maria-chan,6,"Magic, Parody",5.87
6892,Sekiei Ayakashi Mangatan,3,"Fantasy, Historical, Supernatural",5.87
6893,Sugar*Soldier,3,Shoujo,5.87
6894,Aura Battler Dunbine OVA,3,"Adventure, Mecha, Sci-Fi",5.86
6895,Chaos Dragon: Sekiryuu Seneki,12,"Action, Fantasy, Supernatural",5.86
6896,Cheating Craft,12,"Action, Comedy, School",5.86
6897,Chou Kousoku Gran Doll,3,"Action, Comedy, Mecha, School",5.86
6898,Egao no Hana,1,Music,5.86
6899,Gundam: G no Reconguista,26,"Action, Mecha, Sci-Fi, Space",5.86
6900,Kojiki: Hyuuga-hen,1,Historical,5.86
6901,Mahou Yuugi 3D,1,"Comedy, Magic",5.86
6902,Mikan-Seijin,26,Comedy,5.86
6903,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,1,"Mecha, Military",5.86
6904,School Days: Magical Heart Kokoro-chan,1,"Comedy, Ecchi, Magic",5.86
6905,Seihou Tenshi Angel Links Special,1,"Comedy, Sci-Fi, Space",5.86
6906,Sekai de Ichiban Tsuyoku Naritai! Specials,6,"Action, Ecchi, Sports",5.86
6907,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,2,Action,5.86
6908,Superflat First Love,1,"Adventure, Fantasy",5.86
6909,Yugami-kun ni wa Tomodachi ga Inai,2,"Comedy, Romance, School, Slice of Life",5.86
6910,Blame! Prologue,2,"Action, Mecha, Sci-Fi",5.85
6911,Chikotan,1,"Music, Psychological",5.87
6912,Futari wa Milky Holmes,12,"Comedy, Mystery, Super Power",5.85
6913,Growlanser IV: Wayfarer of the Time,1,Action,5.85
6914,High Score,8,"Comedy, Shoujo",5.85
